latitude, longitude, timestamp
39.5365598, -122.3379159, 2022-05-13T19:37:17.251116Z
39.5365598, -122.3379159, 2022-05-13T19:37:17.306672Z
39.5365599, -122.337916, 2022-05-13T19:37:17.362228Z
39.5365599, -122.3379159, 2022-05-13T19:37:17.417784Z
39.5365598, -122.3379159, 2022-05-13T19:37:17.473340Z
39.5365598, -122.3379159, 2022-05-13T19:37:17.528896Z
39.5365598, -122.337916, 2022-05-13T19:37:17.584452Z
39.5365598, -122.337916, 2022-05-13T19:37:17.630000Z
39.5365598, -122.337916, 2022-05-13T19:37:17.685556Z
39.5365598, -122.3379159, 2022-05-13T19:37:17.741112Z
39.5365598, -122.337916, 2022-05-13T19:37:17.796668Z
39.5365598, -122.337916, 2022-05-13T19:37:17.852224Z
39.5365597, -122.3379159, 2022-05-13T19:37:17.907780Z
39.5365598, -122.337916, 2022-05-13T19:37:17.963336Z
39.5365598, -122.337916, 2022-05-13T19:37:18.018892Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.074448Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.130004Z
39.5365598, -122.3379159, 2022-05-13T19:37:18.185560Z
39.5365598, -122.3379159, 2022-05-13T19:37:18.241116Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.296672Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.352228Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.407784Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.463340Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.518896Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.574452Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.620000Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.675556Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.731112Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.786668Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.842224Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.897780Z
39.5365597, -122.3379159, 2022-05-13T19:37:18.953336Z
39.5365597, -122.3379159, 2022-05-13T19:37:19.008892Z
39.5365597, -122.3379159, 2022-05-13T19:37:19.064448Z
39.5365597, -122.3379159, 2022-05-13T19:37:19.120004Z
39.5365596, -122.3379159, 2022-05-13T19:37:19.175560Z
39.5365596, -122.3379158, 2022-05-13T19:37:19.231116Z
39.5365596, -122.3379159, 2022-05-13T19:37:19.286672Z
39.5365596, -122.3379159, 2022-05-13T19:37:19.342228Z
39.5365596, -122.3379159, 2022-05-13T19:37:19.397784Z
39.5365596, -122.3379158, 2022-05-13T19:37:19.453340Z
39.5365597, -122.3379158, 2022-05-13T19:37:19.508896Z
39.5365596, -122.3379158, 2022-05-13T19:37:19.564452Z
39.5365596, -122.3379158, 2022-05-13T19:37:19.620008Z
39.5365596, -122.3379158, 2022-05-13T19:37:19.610000Z
39.5365596, -122.3379159, 2022-05-13T19:37:19.665556Z
39.5365596, -122.3379159, 2022-05-13T19:37:19.721112Z
39.5365596, -122.3379158, 2022-05-13T19:37:19.776668Z
39.5365595, -122.3379158, 2022-05-13T19:37:19.832224Z
39.5365595, -122.3379158, 2022-05-13T19:37:19.887780Z
39.5365595, -122.3379159, 2022-05-13T19:37:19.943336Z
39.5365596, -122.3379159, 2022-05-13T19:37:19.998892Z
39.5365595, -122.3379158, 2022-05-13T19:37:20.054448Z
39.5365595, -122.3379158, 2022-05-13T19:37:20.110004Z
39.5365595, -122.3379158, 2022-05-13T19:37:20.165560Z
39.5365595, -122.3379158, 2022-05-13T19:37:20.221116Z
39.5365595, -122.3379158, 2022-05-13T19:37:20.276672Z
39.5365596, -122.3379158, 2022-05-13T19:37:20.332228Z
39.5365596, -122.3379158, 2022-05-13T19:37:20.387784Z
39.5365596, -122.3379158, 2022-05-13T19:37:20.443340Z
39.5365595, -122.3379158, 2022-05-13T19:37:20.498896Z
39.5365595, -122.3379157, 2022-05-13T19:37:20.554452Z
39.5365596, -122.3379157, 2022-05-13T19:37:20.600000Z
39.5365596, -122.3379157, 2022-05-13T19:37:20.655556Z
39.5365596, -122.3379157, 2022-05-13T19:37:20.711112Z
39.5365596, -122.3379157, 2022-05-13T19:37:20.766668Z
39.5365596, -122.3379157, 2022-05-13T19:37:20.822224Z
39.5365596, -122.3379157, 2022-05-13T19:37:20.877780Z
39.5365596, -122.3379157, 2022-05-13T19:37:20.933336Z
39.5365596, -122.3379157, 2022-05-13T19:37:20.988892Z
39.5365595, -122.3379157, 2022-05-13T19:37:21.044448Z
39.5365596, -122.3379157, 2022-05-13T19:37:21.100004Z
39.5365596, -122.3379157, 2022-05-13T19:37:21.155560Z
39.5365596, -122.3379158, 2022-05-13T19:37:21.211116Z
39.5365595, -122.3379158, 2022-05-13T19:37:21.266672Z
